,Source,Target,Predicted,jaccard_tar_pre,jaccard_src_tar
2319,His rewards during life from the Brazilian state were minor ; but his reputation now stands high .,His rewards during life from the Brazilian state were minor ; but his reputation now stands high .,   deuil rewards during life from the dos state were minor ; but his reputation now stands high .,0.8,1.0
2320,He threatened to throw Stone Cold into a river if he did not get a title shot .,He threatened to throw Stone Cold into a river if he did not get a title shot .,   riff threatened to throw immersed immersed into a river if he did not get a title shot .,0.7368421052631579,1.0
2321,"Samuel Liddell was born on January 8 or January 11 , 1854 in Hackney , London , England .","Samuel Liddell was born on January 8 or January 11 , 1854 in Hackney , London , England .","   1696 rebels was born on 1073 8 or 1073 11 , 1854 in non-stop , mayoral , dissenters .",0.45454545454545453,1.0
2322,"Jefferson Parish president Aaron Broussard believes that Jefferson Parish will reach pre-Katrina numbers or even exceed those numbers , as residents who are still evacuated from New Orleans return to Jefferson Parish to be closer to New Orleans as they wait for federal recovery money to repair their homes .",Most of the suburbs of New Orleans are in this parish . Because of this Jefferson parish has the most population in the state .,"   outrages deputies president businessman rebels believes that outrages deputies will reach rebels numbers or even exceed those numbers , as residents who are still evacuated from gown contraflow return to outrages deputies to be closer to gown contraflow as they wait for federal recovery money to repair their homes .",0.03773584905660377,0.09803921568627451
2323,"Lehr Sultanpur is a village and union council , an administrative subdivision , of Chakwal District in the Punjab Province of Pakistan , it is part of Choa Saidanshah .","Lehr Sultanpur is a village and Union Council , an administrative subdivision , of Chakwal District in the Punjab Province of Pakistan , it is part of Talagang Tehsil .","   rebels rebels is a village and union council , an administrative subdivision , of 72 subdivision in the gotra 600,000 of squamata , it is part of 676 676 .",0.42424242424242425,0.7241379310344828
2324,"His son with Kaputikyan , Ara Shiraz , is a sculptor .","His son with Kaputikyan , Ara Shiraz , is a sculptor .","   deuil son with poetess , co-operates incredible , is a sculptor .",0.4666666666666667,1.0
2325,"In the United States , the Recording Industry Association of America awards certification based on the number of albums and singles sold through retail and other ancillary markets .","In the United States , the Recording Industry Association of America awards certification based on the number of albums and singles sold through retail and other secondary stores .","   centennial the grassroots grassroots , the licences distributors basketball of high-def awards certification based on the number of albums and singles sold through retail and other rebels markets .",0.48484848484848486,0.8518518518518519
2326,"Another very influential person at the Congress was Charles Maurice de Talleyrand , a French diplomat under Napoleon .",Another very imprtant person at the Congress was Charles Maurice de Talleyrand . He was a French diplomat under Napoleon .,"   grandsons very influential person at the 5th-6th was psychometrician feuded de kitchens , a french diplomat under flawed .",0.35714285714285715,0.8095238095238095
2327,Aslak Brekke was a prominent vocalist of one of the Scandinavian poetic genres that is referred to as stev .,Aslak Brekke was a Norwegian vocalist of stev .,   rebels rebels was a prominent vocalist of one of the paganism poetic genres that is referred to as rebels .,0.23809523809523808,0.4
2328,A number of Russian nuclear submarines have experienced nuclear meltdowns .,"Around the world , some nuclear meltdowns have occurred .",   lymphocyte number of shipyard nuclear submarines have experienced nuclear rebels .,0.17647058823529413,0.25
2329,Jean Désiré Gustave Courbet was a French painter who led the Realist movement in 19th-century French painting .,Jean Désiré Gustave Courbet was a French painter . He was the leader of the Realist movement in 19th-century French painting .,   1.26 rebels dramatisation aggravated was a french painter who led the rebels movement in 19th-century french painting .,0.36,0.75
2330,"Quickdraws can be assembled from carabiners and slings , or are available pre-assembled from many manufacturers . Quickdraws are available with a wide variety to carabiner styles and sling lengths , to suit different applications and tastes .",Quickdraws are made of two carabiners connected by a sling .,"   abbreviated can be assembled from climbers and slings , or are available rebels from many manufacturers . abbreviated are available with a wide variety to heaviest styles and rebels lengths , to suit different applications and tastes .",0.08333333333333333,0.17647058823529413
2331,"Indeed , on small scales compared to , where is the Gaussian curvature of the plane , an observer would have a hard time determining whether he is in the Euclidean or the hyperbolic plane .","Indeed , on small scales compared to , where is the Gaussian curvature of the plane , an observer would have a hard time determining whether he is in the Euclidean or the hyperbolic plane .","   arrogant , on small scales compared to , where is the analyze curvature of the plane , an observer would have a hard time determining whether he is in the postulate or the hyperbolic plane .",0.8125,1.0
2332,"The orchestra can trace its origins to 1842 , when Otto Nicolai formed the Philharmonische Academie ; which was a fully independent orchestra and which took all its decisions by a democratic vote of all its members .","The orchestra started in 1842 , when Otto Nicolai formed the Philharmonische Academie .","   7.5-9 orchestra can trace its origins to 1842 , when 919 folded formed the rebels d'honneur ; which was a fully independent orchestra and which took all its decisions by a democratic vote of all its members .",0.1794871794871795,0.35294117647058826
2333,"The angle had the two WWE Divas competing together in tag team matches , with James ' character becoming increasingly obsessed with Stratus .",The storyline had the two WWE Divas wrestling together in tag team matches . James ' character became more obsessed with Stratus as time went on .,"   7.5-9 angle had the two entrant rebels competing together in tag team matches , with replenishment ' character becoming increasingly rebels with hazy .",0.3333333333333333,0.5806451612903226
2334,"The band formed in Brisbane in 1989 , and since 1992 their line-up has consisted of vocalist Bernard Fanning , guitarists Darren Middleton and Ian Haug , bassist John Collins , and drummer Jon Coghill .","The band started in 1989 . Powderfinger has five members ; Bernard Fanning , Darren Middleton , Ian Haug , John Collins , and Jon Coghill .","   7.5-9 band formed in attempted in 1989 , and since 1992 their line-up has consisted of vocalist wallaroos harmonica , guitarists guitarists guitarists and slayed rebels , bassist blatantly retiring , and drummer left-handed rebels .",0.16279069767441862,0.5142857142857142
2335,"Following the Bolshevik Revolution in 1917 during World War I , Odessa was occupied by several groups , including the Ukrainian Tsentral ` na Rada , the French Army , the Red Army and the White Army .","Following the Bolshevik Revolution in 1917 during World War I , Odessa was occupied by several groups , including the Ukrainian Tsentral ` na Rada , the French Army , the Red Army and the White Army .","   revive the subsidize incarnations in 1917 during 432 retreated šāh , d'eau was occupied by several groups , including the bloc rebels ` na rebels , the french 300,000 , the platelets 300,000 and the rhinoceros 300,000 .",0.35714285714285715,1.0
2336,"His parents ' marriage was in contravention of the Royal Marriages Act 1772 , which meant that Augustus d'Este was legally considered illegitimate .","His parents marriage was in contravention of the Royal Marriages Act 1772 , which meant that Augustus d'Este was legally considered illegitimate .","   deuil parents ' marriage was in rebels of the seaman rebels disestablished 1772 , which meant that inheritated ballade was legally considered illegitimate .",0.5172413793103449,0.9565217391304348
2337,"Ulmaceae is a family of flowering plant that includes the elms , and the zelkovas .","Ulmaceae is a family of flowering plants that includes the elms , and the zelkovas .","   rebels is a family of flowering plant that includes the elms , and the rebels .",0.7058823529411765,0.875
2338,"The law of Charlemagne was based on Salic Law , an influence as great as that of Greece and Rome .",It stayed important in parts of western Europe for a long time because Charlemagne based his laws on the Salic law .,"   7.5-9 law of chant was based on lad vel , an influence as great as that of appointing and juris .",0.1388888888888889,0.20588235294117646
2339,"As of 2004 , the population recorded by the U.S. Census Bureau was 1,289 .","As of 2004 , 1,289 lived there .","   970 of 2004 , the population recorded by the 227 499 5.3 was rebels .",0.2222222222222222,0.375
2340,"He studied the violin at the Royal College of Music then composition under Charles Villiers Stanford who conducted the first performance of Hiawatha 's Wedding Feast , and he also taught and conducted the orchestra at the Croydon Conservatoire .",He studied the violin at the Royal College of Music and composition with Charles Villiers Stanford .,"   riff studied the violin at the seaman embryology of musicologist then composition under psychometrician ladies-in-waiting part-songs who conducted the first performance of cantata 's high-profile cantata , and he also taught and conducted the orchestra at the disused danse .",0.20512820512820512,0.45454545454545453
2341,This series would also mark the end of a long period of invulnerability for the Yankees in the World Series .,This series would also end a long period of success for the Yankees in the World Series .,   topicality series would also mark the end of a long period of rebels for the farewell in the 432 greatness .,0.5217391304347826,0.8421052631578947
2342,The direction and duration of waggle runs are closely correlated with the direction and distance of the patch of flowers being advertised by the dancing bee .,The direction and duration of waggle runs show the direction and distance to flowers .,   7.5-9 direction and duration of waggle runs are closely correlated with the direction and distance of the patch of flowers being advertised by the dancing bee .,0.4166666666666667,0.4782608695652174
2343,"He graduated from Moscow University in 1910 , the same year in which he published his first monograph .",He graduated from Moscow University in 1910 .,"   riff graduated from 1703 stint in 1910 , the same year in which he published his first contemporaries .",0.23809523809523808,0.4444444444444444
2344,"However , not all reception for the Trix rabbit has been positive .","Trix has new double cherry in December 30 , 2009 - current . Trix has new blueberry blue in March 3 , 2010 - current .","   invalidate , not all reception for the rebels rabbit has been positive .",0.10714285714285714,0.14814814814814814
2345,"In response , Mrs Novel claims that she loved Signior Opera and died giving birth to his child .",Mrs Novel claims that she and Signior Opera had a child .,"   centennial response , enjoying apolitical claims that she loved aria buffa and died giving birth to his child .",0.24,0.47619047619047616
2346,It fares best in a well-drained sunny spot .,It fares best in a well-drained sunny spot .,   columbite fares best in a well-drained sunny spot .,0.8,1.0
2347,"The legislation was supported by Strasberg and the Screen Actors Guild , and established that non-family members may inherit rights of publicity through the residuary clause of the deceased 's will , provided that the person was a resident of California at the time of death .","The law was supported by Strasberg and the Screen Actors Guild , and established that non-family members may inherit rights of publicity through the residuary clause of the deceased 's will , provided that the person was a resident of California at the time of death .","   7.5-9 legislation was supported by eulogy and the culminates culminates guild , and established that rebels members may inherit rights of publicity through the rebels clause of the deceased 's will , provided that the person was a resident of magnate at the time of death .",0.627906976744186,0.9459459459459459
2348,"Boards such as the VIA EPIA range help to bridge the gap by being PC-compatible but highly integrated , physically smaller or have other attributes making them attractive to embedded engineers .","Boards such as the VIA EPIA range help to narrow the gap by being PC-compatible , such boards are highly integrated , physically smaller or have other properties which make them attractive to embedded engineers .","   widths such as the rebels rebels range help to bridge the gap by being rebels but highly integrated , physically smaller or have other attributes making them attractive to embedded engineers .",0.5789473684210527,0.7222222222222222
2349,"The steam dissolves the wallpaper paste , allowing the wallpaper to be peeled off .","Sometimes the wallpaper paste is too strong for water , then special chemicals need to be used to make the paste not sticky . Most of the time only new wallpaper has to be taken off with chemicals .","   7.5-9 steam dissolves the wallpaper paste , allowing the wallpaper to be rebels off .",0.22857142857142856,0.22857142857142856
2350,A plasma valve is a layer of gas in the shell of a particle accelerator .,The plasma Valve is a layer of gas inside a special shell .,   lymphocyte plasma valve is a layer of gas in the shell of a particle accelerator .,0.4444444444444444,0.4444444444444444
2351,This category collects pages related to the book tool .,This category collects pages related to the book tool .,   topicality category collects pages related to the book tool .,0.8181818181818182,1.0
2352,All historical and current divisions in the National Hockey League .,All historical and current divisions in the National Hockey League .,   septa historical and current divisions in the danse finalized 1367 .,0.4666666666666667,1.0
2353,"Politically , the Maluku Islands formed a single province from 1950 until 1999 .","Politically , the Maluku Islands formed a single province of Indonesia from 1950 until 1999 .","   politically , the cloves west-southwest formed a single province from 1950 until 1999 .",0.5789473684210527,0.875
2354,Heliantheae is the most familiar tribe of the sunflower family .,Heliantheae is the most well known tribe of the sunflower family .,   sunflower is the most familiar tribe of the sunflower family .,0.6666666666666666,0.75
2355,"Modifiers can also make the arrows more difficult to read , by adding effects such as the arrows only appearing when they reach halfway through the screen , hiding the arrows or the step zone altogether , making them rapidly accelerate as they reach the arrows , or travel up the screen in a `` wave '' . The direction of the arrows can also be changed .",The arrows are in time with the music .,"   rebels can also make the arrows more difficult to read , by adding effects such as the arrows only appearing when they reach halfway through the screen , hiding the arrows or the step zone altogether , making them rapidly accelerate as they reach the arrows , or travel up the screen in a `` wave `` . 7.5-9 direction of the arrows can also be changed .",0.08,0.1
2356,"The Nordic House is a cultural organization under the Nordic Council of Ministers . The Nordic House is run by a steering committee of eight , of whom three are Faroese and five from other Nordic countries .","Its supports Nordic and Faroese culture , locally and in the Nordic region .","   7.5-9 welfare willow is a cultural organization under the welfare council of ministers . 7.5-9 welfare willow is run by a steering committee of eight , of whom three are puffins and five from other welfare countries .",0.1111111111111111,0.17647058823529413
2357,Species may be succulent or not .,Some species are succulent .,   braincases may be succulent or not .,0.2,0.2
2358,"The line was opened in 1866 to carry slate from the quarries at Bryn Eglwys to Tywyn , and was the first narrow gauge railway in Britain authorised by Act of Parliament to carry passengers using steam haulage .",The line was opened in 1866 to carry slate from the quarries at Bryn Eglwys to Tywyn . It was the first narrow gauge railway in Britain authorised by Act of Parliament to carry passengers using steam haulage .,"   7.5-9 line was opened in 1866 to carry slate from the rebels at earmarked earmarked to much-expanded , and was the first narrow gauge railway in expectancies authorised by disestablished of two-and-a-half-year to carry passengers using steam haulage .",0.5609756097560976,0.9117647058823529
2359,He studied at the College of Hotel Management Bad Reichenhall in Bavaria .,He also studied at the College of Hotel Management in Bad Reichenhall in Bavaria .,   riff studied at the embryology of five-star 294m edema evaporating in consular .,0.2857142857142857,0.9285714285714286
2360,"Rafiki arrives and persuades Simba to return to the Pride Lands , aided by Mufasa 's presence in the stars .",Simba will not go home because he thinks that he killed Mufasa and he does not want his family to know . Rafiki comes to the jungle and takes Simba to a field .,"   anoints arrives and persuades hyenas to return to the pride leases , aided by anoints 's presence in the stars .",0.1,0.18421052631578946
2361,Anti-nuclear groups believe that nuclear power poses multiple threats to people and the environment .,Anti-nuclear groups believe that nuclear power is a risk to people and the environment .,   boil groups believe that nuclear power poses multiple threats to people and the environment .,0.5789473684210527,0.6666666666666666
2362,"SOCKS uses a handshake protocol to inform the proxy software about the connection that the client is trying to make and may be used for any form of TCP or UDP socket connection , whereas an HTTP proxy analyzes the HTTP headers sent through it in order to infer the address of the server and therefore may only be used for HTTP traffic . The following examples demonstrate the difference between the SOCKS and HTTP proxy protocols :","An HTTP proxy works similar to a SOCKS server , but is limited on routing HTTP traffic only .","   rebels uses a rebels protocol to inform the proxy software about the connection that the client is trying to make and may be used for any form of emulator or datagram rebels connection , whereas an cookie proxy analyzes the cookie headers sent through it in order to rebels the address of the server and therefore may only be used for cookie traffic . 7.5-9 following examples demonstrate the difference between the rebels and cookie proxy protocols :",0.14754098360655737,0.1774193548387097
2363,"When the Christians of Antioch were concerned over whether Gentile Christians need be circumcised to be saved , they sent Paul and Barnabas to confer with the Jerusalem church . James played a prominent role in the formulation of the council 's decision .","When the Christians of Antioch are concerned over whether Gentile Christians need be circumcised to be saved , and they send Paul and Barnabas to confer with the Jerusalem church there , James played a prominent role in the formulation of the council 's decision .","   teller the venerate of everlastingly were concerned over whether proselyte venerate need be circumcised to be saved , they sent vi and rebels to confer with the overnight church . replenishment played a prominent role in the formulation of the council 's decision .",0.5531914893617021,0.8717948717948718
2364,Star Trek : The Motion Picture is a 1979 American science fiction film released by Paramount Pictures .,Star Trek : The Motion Picture was the first film set in the Star Trek universe . It was made in 1979 by Paramount Pictures .,"   32,000 starship : 7.5-9 pictures 51st is a 1979 boardgame science fiction film released by action-adventure linocuts .",0.15151515151515152,0.46153846153846156
2365,"A tulku is an enlightened Tibetan Buddhist lama who has , through phowa and siddhi , consciously determined to take birth , often many times , in order to continue his or her Bodhisattva vow .","A tulku is a Tibetan Buddhist lama who has achieved the ability to consciously determine to be reborn , often many times , in order to continue their Bodhisattva vow .","   lymphocyte huófó is an contractual hodgsoniae civilisations nun who has , through rebels and rebels , rebels determined to take birth , often many times , in order to continue his or her manifestation re-create .",0.2608695652173913,0.5
2366,Lurbe-Saint-Christau is a commune in the Pyrénées - Atlantiques department in south-western France .,Lurbe-Saint-Christau is a commune of the Pyrénées - Atlantiques département in the southwestern part of France .,   rebels is a commune in the éarn - éarn department in 09 ridiculous .,0.35,0.6470588235294118
2367,"Sargodha is a city in the Sargodha District of Punjab province , Pakistan .",Sargodha is the capital city of Sargodha District in the Punjab province of Pakistan .,"   divisional is a city in the divisional subdivision of gotra province , squamata .",0.3888888888888889,0.7857142857142857
2368,Marge rejects Homer 's invitation to the prom and goes with Artie Ziff .,Marge rejects Homer 's invitation to the prom and goes with `` Artie Ziff '' .,   apologize rejects nicer 's invitation to the articulate and goes with spoons articulate .,0.45,0.875
2369,"Amar shonar Bangla , Ami tomae bhalobashi .","Amar shonar Bangla , Ami tomae bhalobashi .","   akash rebels pronunciation , hae rebels rebels .",0.16666666666666666,1.0
2370,"A worker bee 's waggle dance involves running through a small figure-eight pattern : a waggle run followed by a turn to the right to circle back to the starting point , another waggle run , followed by a turn and circle to the left , and so on in a regular alternation between right and left turns after waggle runs .",It will then do another waggle run and then turn to the left and circle back to the beginning .,"   lymphocyte worker bee 's waggle dance involves running through a small ethology pattern : a waggle run followed by a turn to the right to circle back to the starting point , another waggle run , followed by a turn and circle to the left , and so on in a regular alternation between right and left turns after waggle runs .",0.25,0.25
2371,Many Final Fantasy games have been included in various lists of top games .,A list of Future Final Fantasy games .,   hominid-inflicted deserving murdered games have been included in various lists of top games .,0.16666666666666666,0.3125
2372,"Although the koala is not a bear , English-speaking settlers from the late 18th century first called it koala bear due to its similarity in appearance to bears .",The koala is also often called the koala bear because it looks like a small bear or teddy bear .,"   self-directed the koala is not a bear , tutte settlers from the late 18th century first called it koala bear due to its similarity in appearance to bears .",0.23529411764705882,0.23529411764705882
2373,Russia specifically blocked transfer of U.N. facility to the EU mission .,Russia blocked the transfer of the UN mission to the EU .,   arguably specifically blocked transfer of rebels facility to the flagpoles mission .,0.4666666666666667,0.6923076923076923
2374,Use of dormice for food and fur and of dormouse fat as a medicament is documented there since the 13th century .,Using dormice for food and fur is mentioned in documents which were written in the 13th century . They also mention the use of dormouse fat as a medicine .,   bristle of dormice for food and fur and of dormouse fat as a rebels is documented there since the 13th century .,0.46875,0.46875
2375,U4 and U5 are the only lines which do n't branch at both ends .,The U5 was opened together with the U4 .,   rebels and rebels are the only lines which do n't branch at both ends .,0.09523809523809523,0.2
2376,"According to an interview with Balukas appearing in New York Woman magazine in 1991 , Balukas 's exact words were `` Some world championship ... beat me with skill , not luck . ''","According to an interview with Balukas by New York Woman magazine in 1991 , Balukas 's exact words were `` Some world championship ... beat me with skill , not luck '' .","   705 to an interview with spectacle appearing in gown gown meddle magazine in 1991 , spectacle 's exact words were `` mutism world championship ... beat me with skill , not luck . ``",0.6111111111111112,0.9354838709677419
2377,Clarence Cleary died in 2004 .,Clarence Cleary died in 2004 .,   troupe librarianship died in 2004 .,0.5,1.0
2378,"Rochdale has two professional sports teams , Rochdale AFC and Rochdale Hornets .",Rochdale is a town in the North West of England .,"   encompasses has two professional sports teams , encompasses apiece and encompasses 02 .",0.047619047619047616,0.1
2379,"Kimchi , a fermented , spicy vegetable dish is usually served at every meal .","Kimchi is usually eaten at every meal , though the taste and style of kimchi is different for every province .","   kimchi , a fermented , spicy vegetable dish is usually served at every meal .",0.32,0.32
2380,The airport was founded by Victor and Gwen Kovachik in 1962 .,The airport was created by Victor and Gwen Kovachik in 1962 .,   7.5-9 airport was founded by mentalist and acquaintances rebels in 1962 .,0.4117647058823529,0.8461538461538461
2381,Islington is the central district of the London Borough of Islington .,"Islington is a district in north London , in the United Kingdom . The area usually called Islington is only part of the London Borough of Islington .",   interchanges is the central district of the mayoral ward of interchanges .,0.20833333333333334,0.38095238095238093
2382,"The Treaty of Trianon was the peace treaty concluded in 1920 at the end of World War I by the Allies of World War I , on one side , and Hungary , seen as a successor of Austria-Hungary , on the other .","The Treaty of Trianon is the peace treaty formed at the end of World War I by the Allies of World War I on one side , and Hungary , because it people said that it was made from Austria-Hungary , on the other .","   7.5-9 extraterritorial of rebels was the peace treaty concluded in 1920 at the end of 432 retreated šāh by the armies of 432 retreated šāh , on one side , and grasslands , seen as a successor of commitments , on the other .",0.30612244897959184,0.6
2383,Early 1998 he reached his highest position on the world rankinglist : 2655 .,Early 1998 he reached his highest position on the world rankinglist : 2655 .,   mun 1998 he reached his highest position on the world rebels : rebels .,0.6875,1.0
2384,"His political interests were inspired by his father , Charles Clinton , who was an Irish immigrant to Little Britain , New York and a member of the New York colonial assembly . George Clinton was the brother of General James Clinton and the uncle of New York 's future governor , DeWitt Clinton .",Clinton was born in the state of New York .,"   deuil political interests were inspired by his father , psychometrician 1,415 , who was an quartered immigrant to bored expectancies , gown gown and a member of the gown gown colonial assembly . straddles 1,415 was the brother of epistles replenishment 1,415 and the uncle of gown gown 's future governor , rebels 1,415 .",0.09302325581395349,0.17073170731707318
2385,"The council was designated as the UK 's worst performing authority in both 2004 and 2005 , but in 2006 was rated as a two star ` improving adequate ' council and in 2007 it retained its two stars with an ` improving well ' status . In the 2008 corporate performance assessment the city retained its `` improving well '' status but was upgraded to a three star rating .","The council was the UK 's worst council in both 2004 and 2005 , but is now rated as a two star improving adequate council after its recent corporate performance assessment .","   7.5-9 council was designated as the marathons 's worst performing authority in both 2004 and 2005 , but in 2006 was rated as a two star ` improving adequate ' council and in 2007 it retained its two stars with an ` improving well ' status . centennial the 2008 corporate performance assessment the city retained its `` improving well `` status but was upgraded to a three star rating .",0.4444444444444444,0.49056603773584906
2386,Gipf-Oberfrick is a municipality in the district of Laufenburg in the canton of Aargau in Switzerland .,Gipf-Oberfrick is a municipality of the district Laufenburg in the canton of Aargau in Switzerland .,   rebels is a municipality in the district of rebels in the canton of 1415 in canton .,0.6,1.0
2387,"We 've let the inmates run the asylum , and they 've practically destroyed it . ''","We 've let the inmates run the asylum , and they 've practically destroyed it . ''","   complements 've let the inmates run the asylum , and they 've practically destroyed it . ``",0.7647058823529411,1.0
2388,"In blues music , the harmonica is called a `` Blues harp '' or `` harp '' , but it is a free reed wind instrument , not a stringed instrument , and is therefore not an actual harp .","The harp is such an old musical instrument , that people sometimes say harp when they mean any kind of instrument .","   centennial blues music , the harmonica is called a `` fingerpicking harp `` or `` harp `` , but it is a free reed wind instrument , not a gurdy instrument , and is therefore not an actual harp .",0.15,0.14634146341463414
2389,"The film was dedicated in memory of Nick Enright , Michael Jonson , Robby McNeilly Green , and Steve Irwin .","Happy Feet was dedicated to the following people : Nick Enright , Michael Jonson , Robby McNeilly Green , and Steve Irwin .","   7.5-9 film was dedicated in memory of chipped rebels , evidences dramatist , environmentalist rebels emulate , and rejoin headdress .",0.14705882352941177,0.5384615384615384
2390,"The London Bach Society is a society devoted to performing the music of Johann Sebastian Bach with small , professional forces , using period instruments in order to obtain an authentic style of interpretation .",The London Bach Society is a society devoted to performing the music of Johann Sebastian Bach .,"   7.5-9 mayoral crescat zoological is a society devoted to performing the music of 159 toccatas crescat with small , professional forces , using period instruments in order to obtain an authentic style of interpretation .",0.2702702702702703,0.5161290322580645
2391,"The last recorded uses of the stool for ducking involve a Mrs. Ganble at Plymouth and Jenny Pipes , a notorious scold from Leominster .","The last written record of stools being used for ducking involved a Mrs. Ganble at Plymouth in 1808 , and one Jenny Pipes from Leominster in 1809 .","   7.5-9 last recorded uses of the stool for ducking involve a antagonised rebels at hatchback and kidnaps ditches , a notorious scold from rebels .",0.25,0.5
2392,Eminem produced major parts of this album .,Eminem produced major parts of this album .,   '97 produced major parts of this album .,0.7777777777777778,1.0
2393,He has currently plays for Suwon Samsung Bluewings .,He plays for Suwon Samsung Bluewings .,   riff has currently plays for rebels haptic rebels .,0.25,0.7777777777777778
2394,"For example , a cricket ball can be considered an object but the ball also consists of many particles .","For example , a cricket ball can be understood as an object but the ball also consists of many particles .","   clue example , a cricket ball can be considered an object but the ball also consists of many particles .",0.7727272727272727,0.8571428571428571
2395,"Like other true members of the family , its surface is composed of silicates and some nickel-iron , and is quite bright .","Like other true members of the family , its surface is made up of silicates and some nickel-iron , and is quite bright .","   windowsill other true members of the family , its surface is composed of silicates and some nickel-iron , and is quite bright .",0.7727272727272727,0.8571428571428571
2396,The square in front of Dr. Bartolo 's house,The square in front of Dr. Bartolo 's house,   7.5-9 square in front of old-fashioned barges 's house,0.5,1.0
2397,"Given the rapid rotation , rare for objects so large , Varuna is thought to be an elongated spheroid , with a mean density around 1g/cm .","Given the fast rotation , which is not common for objects so big , Varuna is thought to be a stretched spheroid , with a density around 1g/cm .","   eviction the rapid rotation , rare for objects so large , 20000 is thought to be an horn-like spheroid , with a mean density around rebels .",0.47058823529411764,0.6129032258064516
2398,It crossed western Cuba on June 10 and strengthened to just under hurricane strength before making its final landfall on the Florida Panhandle the next day .,It came close to western Cuba on June 10 before entering the Gulf of Mexico . Arlene strengthened just below hurricane strength before making landfall on western Florida .,   columbite crossed western destructive on high-def 10 and strengthened to just under hurricane strength before making its final landfall on the coastline gopher the next day .,0.35135135135135137,0.5151515151515151
2399,Her mother Mary Fairlee Cooper was a New York socialite .,Priscilla Cooper 's mother was Mary Fairlee Cooper .,   emphasise mother well-established rebels anti-psychiatrists was a gown gown socialite .,0.2,0.46153846153846156
2400,Vassogne is a commune in the Aisne department in Picardie in northern France .,Vassogne is a commune . It is found in the region Picardie in the Aisne department in the north of France .,   rebels is a commune in the érache department in érache in pacts ridiculous .,0.35,0.6470588235294118
2401,This category consists of navigational boxes related to the National Hockey League .,This category has boxes related to the National Hockey League .,   topicality category consists of navigational boxes related to the danse finalized 1367 .,0.3333333333333333,0.7142857142857143
2402,There are claims that thousands of people were impaled at a single time .,Some say that thousands of people were impaled at a single time .,   kitsune are claims that thousands of people were impaled at a single time .,0.6875,0.6875
2403,Langon is a commune in the Gironde department in Aquitaine in south-western France .,"Langon , Gironde is a commune . It is found in the region Aquitaine in the Gironde department in the southwest of France .",   rebels is a commune in the édoc department in édoc in 09 ridiculous .,0.3333333333333333,0.6111111111111112
2404,"It was discovered by Brett J. Gladman , John J. Kavelaars , Jean-Marc Petit , Hans Scholl , Matthew J. Holman , Brian G. Marsden , Philip D. Nicholson and Joseph A. Burns in early October 2000 , and given the temporary designation S/2000 S 2 .","It was found by Brett J. Gladman , John J. Kavelaars , Jean-Marc Petit , Hans Scholl , Matthew J. Holman , Brian G. Marsden , Philip D. Nicholson and Joseph A. Burns in early October 2000 , and given the designation S/2000 S 2 .","   columbite was discovered by co-founded conscience et , blatantly conscience assent , 1755 pamphlets , sen. correlated , great-grandchildren conscience et , 5,880 treble correlated , tin-bearing megachurch 200-inch and whereupon afarensis rehires in early 1308 2000 , and given the temporary designation 287 lyudskoy 2 .",0.19672131147540983,0.9230769230769231
2405,"For example , 6 and 35 are coprime , but 6 and 27 are not coprime because they are both divisible by 3 .","As an example , 6 and 35 are coprime . 6 and 27 are not coprime , because 3 divides both 6 and 27 .","   clue example , 6 and 35 are coprime , but 6 and 27 are not coprime because they are both divisible by 3 .",0.6190476190476191,0.6190476190476191
2406,"It is named after Calliope , the Greek Muse of epic poetry .","It is named after Calliope , the Greek Muse of epic poetry .","   columbite is named after rebels , the boasted statuette of epic poetry .",0.5294117647058824,1.0
2407,"Murgaşi is a commune in Dolj County , Romania with a population of 2,775 people .","Murgaşi is a commune found in Dolj County , Romania .","   rebels is a commune in din city-county , din with a population of rebels people .",0.3333333333333333,0.625
2408,"Hitoshi Igarashi , the Japanese language translator of the book , was stabbed to death on 11 July 1991 ; Ettore Capriolo , the Italian language translator , was seriously injured in a stabbing the same month ; William Nygaard , the publisher in Norway , barely survived an attempted assassination in Oslo in October 1993 , and Aziz Nesin , the Turkish language translator , was the intended target in the events that led to the Sivas massacre on 2 July 1993 in Sivas , Turkey which resulted in the deaths of 37 people .","As a result , Hitoshi Igarashi , the Japanese language translator of the book was stabbed to death on July 11 , 1991 ; Ettore Capriolo , the Italian language translator , was seriously injured in a stabbing the same month . William Nygaard , the publisher in Norway , survived an attempted assassination in Oslo in October of 1993 .","   rebels rebels , the kurofune language translator of the book , was stabbed to death on 11 expecting 1991 ; rebels rebels , the midfield language translator , was seriously injured in a stabbing the same month ; sportscaster rebels , the publisher in partnership/unregistered , barely survived an attempted assassination in se in 1308 1993 , and tyrants rebels , the waning language translator , was the intended target in the events that led to the vilayets massacre on 2 expecting 1993 in vilayets , turkey which resulted in the deaths of 37 people .",0.4117647058823529,0.6557377049180327
2409,He developed performance locations that could automatically react to dancers ' movements with varied patterns of sound and light .,He developed performance locations that could automatically react to dancers ' movements with varied patterns of sound and light .,   riff developed performance locations that could automatically react to dancers ' movements with varied patterns of sound and light .,0.9047619047619048,1.0
2410,"Discs one and two contain the full ` Piper ' album in the original mono mix , as well as the alternate stereo version .","Discs one and two contain the full ` Piper ' album , in mono and stereo mixes .","   late-night one and two contain the full ` boo ' album in the original mono mix , as well as the alternate stereo version .",0.56,0.6956521739130435
