,Source,Target,Predicted
2748,Over the last years a tourist industry has developed because of the pleasant scenery and gold mining history .,Over the last 20 years a tourists have come to visit because of the pleasant scenery and gold mining history .,of is is is the is the is is the is the is the
2749,The city has a larger population than the provincial capital and ranks second in land area .,The city has a larger population than the capital and is second largest in land area .,of is is is the is is is . <end>
2750,The District of Affoltern is one of the twelve districts of the German speaking canton of Zurich Switzerland .,"Affoltern is one of the twelve districts of the German-speaking canton of Zürich , Switzerland .",of is is is the is is is the is the is the is
2751,Marcello is painting while Rodolfo gazes out of the window .,Marcello is painting while Rodolfo gazes out of the window .,<end>
2752,Due to the difficulty in obtaining food grade sodium hydroxide in small quantities for home use Sodium carbonate is often used in place of sodium hydroxide .,"Sodium hydroxide can be made using the chloralkali process . A solution of sodium chloride is electroylised and sodium hydroxide is made around the cathode , where water is reduced to hydrogen gas and hydroxide ion :",in is is the is of the is and . <end>
2753,Peter regains his spider sense for a split second grabs Mary Jane and dodges the car but Doc Ock abducts Mary Jane in a plot to lure Spider Man into a trap . Peter s powers fully return and he dons his costume and engages Doc Ock in a battle which starts off at the top of a bell tower and then on top of a subway train .,"Doc Ock kidnaps Mary Jane , forcing Peter to put his suit again .",the first is is a city of the united <end>
2754,Typically iwans open on to a central courtyard and have been used in both public and residential architecture .,"Typically , iwans open on to a central courtyard , and have been used in both public and residential architecture .",of is is is the is is is . <end>
2755,Les Attaques is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Les Attaques is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
2756,This began the war between the Pakistani military and the Mukhti Bahini .,This began the war between the Pakistani military and the Mukhti Bahini .,in is is the the the is the is the the the the the
2757,The Master s scheme to take control of the Glory fails and he is banished to parts unknown .,"The Master 's scheme to take control of the Glory fails , and he is banished to parts unknown .",of is is the is the is of the is the is the is
2758,The latter were referred to as the Eastern Bloc a more common term in English than Western Bloc because the governments and press of the Western Bloc were more inclined to refer to themselves as the Free world .,"This term was rather common , while the governments and press of the Western Bloc used to speak of themselves as the Free world .",in is is is the first is is the first is the first .
2759,The Jyllands Posten Muhammad cartoons controversy began after twelve editorial cartoons most of which depicted the Islamic prophet Muhammad were published in the Danish newspaper Jyllands Posten on September .,"The crisis began after cartoons depicting the Islamic prophet Muhammad were published in the Danish newspaper Jyllands-Posten on September 30 , 2005 .",in is is the first is of . <end>
2760,The name Nevada comes from the Spanish Nevada meaning snowfall after the Sierra Nevada mountain range .,It was called the `` Nevada Territory '' . This was not all of Nevada as it is today .,in is is is the is the is . <end>
2761,Edubuntu has been developed in collaboration with teachers and technologists in multiple countries .,Edubuntu has been created in collaboration with teachers and technologists in multiple nations .,<end>
2762,Aubenas is a commune in the southern part of the Ardeche department in the Rhone Valley in southern France .,Aubenas is a city and commune in the southern part of the Ardèche département .,of is is is is is is is is is . <end>
2763,Leontiy Lyulye an expert on conditions in the Caucasus wrote in the mid th century Among the mountain people the blood feud is not an uncontrollable permanent feeling such as the vendetta is among the Corsicans .,"Leontiy Lyulye , an expert on conditions in the Caucasus , wrote in the mid-19th century : `` Among the mountain people the blood feud is not an uncontrollable permanent feeling such as the vendetta is among the Corsicans .",in is is is of . <end>
2764,Also in the th anniversary of Carl Sagan s birth the First Carl Sagan Day has been celebrated on November .,"The landing site of the unmanned Mars Pathfinder spacecraft was renamed the Carl Sagan Memorial Station in honor of Dr. Sagan on July 5 , 1997 . Asteroid 2709 Sagan is also named in his honor .",of is is is the is the is of the is the is the
2765,Abdul Aziz Al Ghurair is Speaker of the House of the Federal National Council in the United Arab Emirates .,Abdul Aziz Al Ghurair from the United Arab Emirates is the chief executive of the publicly traded MashreqBank .,of is is is is is is is . <end>
2766,Many large high rise projects are planned for downtown Las Vegas as well as the Las Vegas Strip .,"Because of this , Las Vegas is called `` The Entertainment Capital of the World '' .",of is is is is is is . <end>
2767,The small flowers are arranged in spherical to cylindrical inflorescences with only the stamens prominent .,"The small flowers are arranged in round to cylindrical clusters . Only the stamens , the male part of the flower , stick out .",of is is is the is is . <end>
2768,More recently however following intense public relations activities by the nuclear industry and concerns about climate change nuclear power issues have come back into energy policy discussions in some countries .,"More recently , however , following intense public relations activities by the nuclear industry , and concerns about climate change , nuclear power issues have come back into energy policy discussions in some countries .",in is is is of of . <end>
2769,Reza s case was transferred to Iran s Head of Judiciary Mahmoud Hashemi Shahroudi for review .,"Recently , his case was transferred to Tehran for Head of Judiciary Mahmoud Hashemi Shahroudi review .",of is is is the is is . <end>
2770,The son of Parzival he is a knight of the Holy Grail sent in a boat pulled by swans to rescue a maiden who can never ask his identity .,"He is the son of Parzival , he is a knight of the Holy Grail who is sent in a boat pulled by swans to rescue a girl who is falsely accused of murder .",in is is is the first is is the first . <end>
2771,Don Carlos is an opera by Giuseppe Verdi also known as Don Carlo .,"Don Carlos is an opera by Giuseppe Verdi , also known as Don Carlo .",<end>
2772,Roseanne Cherie Barr is an American actress comedian writer television producer and director .,"Roseanne Cherrie Barr is an Emmy Award-winning American actress , writer , and comedian . She has also been known as `` Roseanne Arnold '' and `` Roseanne Thomas '' .",<end>
2773,Gonzalo Gerardo El Pipita Higuain is an Argentine footballer who plays for Real Madrid and the Argentine national team .,Gonzalo Higuaín is an Argentine football player . He plays for Real Madrid and Argentina national team .,of is is is is is is . <end>
2774,Many residents of Matanza chose to resettle in the area that is now Nagua . Matanza is now a small town just south of the city limits of Nagua .,Rivers in Nagua are short ; one of them is the river Nagua .,of is is is of . <end>
2775,Groening described the inspiration for Flanders as just a guy who was truly nice that Homer had no justifiable reason to loathe but then did .,"Groening wanted Flanders as `` just a guy who was truly nice , that Homer had no justifiable reason to loathe , but then did . ''",in is is is the is of . <end>
2776,Before the bridge was built the only practical short route between San Francisco and what is now Marin County was by boat across a section of San Francisco Bay .,"Before the bridge , the only way to go north from San Francisco to Marin County was by ferry .",in is is the first is of . <end>
2777,Night or nighttime is the period of time when the sun is below the horizon .,Night or nighttime is the time when the sun is not in the sky .,of is is is the is is is . <end>
2778,He was baptized Guido or Guidolino .,He was baptized Guido or Guidolino .,in is is the of the is of . <end>
2779,Iron Maiden released on April is the debut album by the British heavy metal band Iron Maiden .,Iron Maiden is a first album made by British heavy metal band Iron Maiden . It was released on 11th April 1980 .,of is is is is is is . <end>
2780,It lies just south of the Indus River in the Astore District of the Gilgit Baltistan in Pakistan administered Kashmir .,"It lies just south of the Indus River , in the Astore District of the Northern Areas in the region of Kashmir .",of is is is the is is . <end>
2781,This category contains project pages which deal with categorization on Wikipedia .,This category contains project pages which deal with categorization on Wikipedia .,of is is is the is of . <end>
2782,Paterson held a special advance screening of Bridge to Terabithia on February for members of the CUA community at the AFI Silver Theatre in Silver Spring Maryland .,"Paterson held a special advance screening of Bridge to Terabithia on February 1 , 2007 , for members of the CUA community at the AFI Silver Theatre in Silver Spring , Maryland .",of is is is of of . <end>
2783,The Thames Valley Region is a loose term for the English counties and towns roughly following the course of the River Thames as it flows between Wiltshire in the west to London in the east .,The Thames Valley Region is a term that is used for the English counties and towns along the course of the River Thames .,in is is is the city of the first is the first is the
2784,John Cena and Chris Jericho were involved in the main rivalry on the Raw brand over the World Heavyweight Championship .,"The main rivalry on the Raw brand was between John Cena and Chris Jericho , with the two fighting over the World Heavyweight Championship .",of is is is the is is the is . <end>
2785,Bievres is a commune in the department of Aisne in Picardy in northern France .,Bièvres is a commune . It is found in the region Picardie in the Aisne department in the north of France .,of is is is is is is is is . <end>
2786,The inventor of Slush Puppies previously stayed on West Avenue .,The inventor of Slush Puppies previously stayed on a street in Carluke .,of is is the the is the is of . <end>
2787,The buoy s lowest pressure reading was mb hPa .,The buoy 's lowest pressure reading was 989 mb/hPa .,in is is the the is the is of the . <end>
2788,A puddle is generally considered to be small enough to step over and shallow enough to walk through .,"A puddle is generally considered to be small enough to step over or shallow enough to walk through , and too small to traverse with a boat .",of is is is is is is is . <end>
2789,Pepsi Twist was introduced in the United States in the July and again in the June . Pepsi had previously produced a lemon flavored diet cola in the s and s in the United States called Pepsi Light .,Pepsi Max Twist is a type of Pepsi Max made since 2001 .,in is is is the city of the first is the first is the
2790,In an extension was opened along the former mineral line from Abergynolwyn to the new station at Nant Gwernol .,"In 1976 , an extension was opened along the former mineral line from Abergynolwyn to the new station at Nant Gwernol .",of is is is the is is is . <end>
2791,In the s the Australian government s dissatisfaction with the Clunies Ross feudal style of rule of the island increased .,"In the 1970s , Australian government dissatisfaction with the Clunies-Ross feudal style of rule of the island increased .",of is is the the is the is the is the the is the
2792,It is connected to the main section of the island by the km mile wide Isthmus of Avalon .,It is connected to the main section of the island by the 5 km/3 mile wide Isthmus of Avalon .,of is is is the is is the is and . <end>
2793,Destruction of the SCN results in the complete absence of a regular sleep wake rhythm .,Destruction of the SCN results in the complete absence of a regular sleep/wake rhythm .,of is is is the is is . <end>
2794,System . . was the first to include the Mac OS logo and Mac OS . was the first to be named Mac OS .,"In those days Mac OS was called Macintosh System Software - which was shortened to System or SSW . The term `` Mac OS '' first appeared in the splash screen for System 7.5.1 , but was n't adopted as the new name until the release of Mac OS 7.6 .",of is is is the is of . <end>
2795,In appearance crane flies seem long and gangly with very long legs and a long slender abdomen .,"Adult crane flies are long and thin . They have very long legs and a long , thin abdomen .",of is is is is is . <end>
2796,Eure is a department in the north of France named after the river Eure .,Eure is a department found in the northwest of France in the Haute-Normandie region .,of is is is is is is . <end>
2797,The character Eliza was inspired by an account given at Lane Theological Seminary in Cincinnati by John Rankin to Stowe s husband Calvin a professor at the school .,"This escape of crossing on ice is said to have been inspired by a story heard in the Lane Theological Seminary in Cincinnati by John Rankin to Stowe 's husband Calvin , a professor at the school .",in is is is of of of and and and and and and of
2798,British ethologist Richard Dawkins wrote about autocatalysis as a potential explanation for the origin of life in his book The Ancestor s Tale .,British ethologist Richard Dawkins wrote about autocatalysis as a potential explanation for the origin of life in his 2004 book The Ancestor 's Tale .,of is is is the is is is . <end>
2799,It is not used for outdoor surfaces or where it will come into repeated contact with water such as around a sink or bathtub .,It is not used outdoors or where it will come into repeated contact with water such as around a sink or bathtub .,of is is is the is of and and and and and and and
2800,He moved to Exeter Cathedral three years later and subsequently held appointments at Leeds Parish Church Winchester Cathedral and Gloucester Cathedral .,"He moved to Exeter Cathedral three years later , and then had jobs at Leeds Parish Church , Winchester Cathedral and Gloucester Cathedral .",in is is the is the is and and and and and and and
2801, Itchy Scratchy Marge is the ninth episode of The Simpsons second season and first aired on December .,"`` Itchy & Scratchy & Marge '' is the ninth episode of The Simpsons second season and first started on December 20 , 1990 .",of is is is the is is is . <end>
2802,Parenty is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Parenty is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
2803,A Girl Like Me The Gwen Araujo Story is a LGBT biography television movie directed by award winning director Agnieszka Holland and aired on Lifetime Television .,A Girl Like Me : The Gwen Araujo Story is a 2006 LGBT biography television film that was directed by Agnieszka Holland and was shown on the Lifetime Television network .,of is is is of of . <end>
2804,At the Rutherford B . Hayes elementary school in Villa Hayes is a bronze bust of Hayes which was donated by the Hayes family in the s .,Hayes was a Republican .,in is is is of of of . <end>
2805,Aida was first performed at the Khedivial Opera House in Cairo on December conducted by Giovanni Bottesini .,The opera was first performed at the Khedivial Opera House in Cairo on 24 December 1871 .,of is is is the is is . <end>
2806,Niobe was a daughter of Tantalus and the sister of Pelops all of whom figure in Greek mythology .,"Niobe was the sister of Pelops , who gave his name to the Peloponnese .",of is is is is is is . <end>
2807,Deux Jumeaux is a commune in the Calvados department in the Basse Normandie region in northern France .,Deux-Jumeaux is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .,of is is is is is is is is is . <end>
2808,It is on Hale Road near the Tottenham Hale one way gyratory system .,It is on Hale Road near the Tottenham Hale one-way system .,of is is is the is of . <end>
2809,The minbar is usually shaped like a small tower with a pointed roof and stairs leading up to it .,"Very often , the minbar is shaped like a small tower .",of is is is the is is is the is the is the is
2810,Another term sometimes applied to the same general region is the heartland . Other designations for the region have fallen into disuse such as the Northwest or Old Northwest and Mid America .,"These names include the `` Northwest '' or `` Old Northwest '' , `` Mid-America , '' or `` the Heartland '' .",in is is is the first is is . <end>
2811,The city was the chief home of the Mesopotamian moon god Sin under the Babylonians and even into Roman times .,"The city was the chief home of the Mesopotamian moon-god Sin , under the Babylonians and even into Roman times .",of is is is the is the is of the is the is the
2812,A musket is a muzzle loaded smooth bore long gun which is intended to be fired from the shoulder .,"A musket is a muzzle-loaded , smoothbore long gun , which is meant to be fired from the shoulder .",of is is is is is is is . <end>
2813,Highbury Islington station is a National Rail and London Underground station in the London Borough of Islington in north London .,"Highbury & Islington station is a National Rail , London Overground and London Underground station , in the London Borough of Islington in North London .",of is is is is is is is . <end>
2814, August is the date of Milton Keynes Dons s first league match and so is given as the date on which Murdoch ceased to manage Wimbledon .,"In 2004 , the new owners changed the name to ` Milton Keynes Dons F.C. ' , which combined the name of their new home with the nickname from Wimbledon . With this , Wimbledon FC ceased to exist .",of is is is the is of . <end>
2815,All mosques have rules regarding cleanliness as it is an essential part of the worshipper s experience .,All mosques have rules about cleanliness .,of is is is the is is . <end>
2816,Angel food cake requires that the egg whites be whipped until they are stiff and gently folded into the other ingredients .,"Angel food cake needs the egg whites be whipped until they are stiff , and carefully folded into the other ingredient .",of is is is the is is is . <end>
2817,This is implied even without considering between group interactions .,"They can show this result , even without considering between-group interactions .",<end>
2818,Normal wear and tear includes pitting from cavitation fatigue cracking and abrasion from suspended solids in the water .,"Normal wear and tear is pitting from cavitation , fatigue cracking , and abrasion from suspended solids in the water .",of is is is is is . <end>
2819,Wake County is a county located in the U .S . state of North Carolina .,Wake County is a county in the U.S. state of North Carolina .,of is is is is is . <end>
2820,Pikachu is among the most recognizable Pokemon largely because a Pikachu is a central character in the Pokemon anime series .,Pikachu is an electric Pokémon .,of is is is the is is is . <end>
2821,WrestleMania XX was the twentieth WrestleMania professional wrestling pay per view produced by World Wrestling Entertainment .,WrestleMania XX was the twentieth WrestleMania professional wrestling pay-per-view produced by World Wrestling Entertainment .,of is is is the is is . <end>
2822,The GRUB developers have switched their focus to GRUB a complete rewrite with goals including making GNU GRUB cleaner more robust more portable and more powerful .,"GNU GRUB is a boot loader package from the GNU Project . GRUB is the main example of the Multiboot Specification , which allows a user to have more than one operating systems on their computer at once , and to choose which one to run when the computer starts .",of is is is the is of . <end>
2823,A brief memorial message from Martin Sheen ran before Running Mates the first new episode that aired after Spencer s death .,"A brief memorial message from Martin Sheen ran before `` Running Mates '' , the first new episode that aired after Spencer 's death .",of is is is the is is is . <end>
2824,Chiarelli was raised in the Little Italy area of Ottawa near Preston Street .,"Robert Chiarelli is the current mayor of Ottawa , Canada . He grew up in Ottawa , and was married to the late Carol Chiarelli .",of is is is is . <end>
2825,Jien records that Korei was the eldest son of Emperor Koan and that he ruled from the palace of Ihoto no miya at Kuroda in what will come to be known as Yamato province .,The Gukanshō records that Kōrei ruled from the palace of Ihoto-no-miya at Kuroda in what will come to be known as Yamato province .,in is is is of . <end>
2826,He believed in four ways namely Treating with Equality Enticement Punishment or War and Sowing Dissension .,"He believed in four ways : Treating with Equality , Enticement , Punishment or War and Sowing Dissension .",in is is is the is is . <end>
2827,The comparative age and proximity of their stadia has led to various discussions about the possibility of both Dundee clubs moving to a new purpose built shared stadium .,"The age and proximity of their stadia has led to the possibility of both clubs moving to a new , purpose-built shared stadium being discussed on various occasions .",in is is the first of the first is the is the is the
2828,Apart from the risks associated with nuclear power multibillion dollar nuclear plants are simply not cost effective when compared with other energy sources . ,"Apart from the risks associated with nuclear power , `` multibillion-dollar nuclear plants are simply not cost-effective when compared with other energy sources . ''",of is is is the is the is and . <end>
2829,Young Shire Council has established these gardens adjacent to the site of Chinaman s Dam which is an old railway dam about km south of Young .,Young Shire Council has started these gardens next to Chinaman 's Dam . This is an old railway dam about 4 km south of Young .,of is is is of of . <end>
2830,A dark match before the show is often used to test out new talent or to warm up the crowd .,A dark match before the show is usually used to test out new talent .,of is is is the is is is the is the is the is
2831,The Macy s Thanksgiving Day Parade is an annual parade presented by Macy s . The tradition started in tying it for the second oldest Thanksgiving parade in the United States tied with America s Thanksgiving Parade in Detroit and four years younger than the abc IKEA Thanksgiving Day Parade in Philadelphia .,The Macy 's Thanksgiving Day Parade is a parade broadcast on NBC every Thanksgiving .,in is is is the first is is is the first is the first
2832,Called upon mostly for special occasions kimono dressers both work out of hair salons and make house calls .,Some people work as `` kimono dressers '' .,of is is is the is is . <end>
2833,Tessa Kersten is a young girl who won the second session of the TV show Holland s Got Talent .,Tessa Kersten is a young girl who won the second session of Holland 's Got Talent .,of is is is the is is is is . <end>
2834,In parts of Johnston County Cumberland County and Orange County were combined to form Wake County .,"In 1770 parts of Johnston County , Cumberland County , and Orange County were combined to form Wake County .",of is is is is is . <end>
2835,Legend continues to say that he may have taken his nephew Jesus with him on some of these trips .,"Legend continues to say that he may have taken his nephew , Jesus , with him on some of these trips .",of is is is the is of and and and and and and and
2836,The rebec dates back to the Middle Ages and was particularly popular in the th and th centuries .,The rebec dates back to the Middle Ages and was particularly popular in the 15th and 16th centuries .,in is is the is the is of the is the is the is
2837,The known methods of reproduction are broadly grouped into two main types sexual and asexual .,The two types of reproduction are sexual and asexual .,in is is is the is is . <end>
2838,Rivalry between the European powers created a series of wars on the North American landmass that would have great impact on the development of the colonies .,Rivalry between the European powers created a series of wars on the North American landmass that would have great impact on the development of the colonies .,in is is the is the is is the is the is the is
2839,However political factions are not limited to political parties they can and frequently do form within any group that has some sort of political aim or purpose .,But political factions are not limited to political parties ; they can form within any group that has some sort of political aim or purpose .,of is is is of of of and and and and and and and
2840,Tin combines directly with chlorine forming tin chloride while reacting tin with hydrochloric acid in water gives tin chloride and hydrogen . Several other compounds of tin exist in the and oxidation states such as tin sulfide and tin sulfide .,Tin foil and tin pans are also useful .,in is is is of . <end>
2841,Failing health prevented Graham from officiating at the state funeral of Gerald R . Ford on January as well as the funeral of former First Lady Lady Bird Johnson in July .,"Bad health also kept Graham from doing the funeral of President Gerald R. Ford in Washington D.C. , on January 2 , 2007 .",in is is is of . <end>
2842,Kota Kinabalu currently has seven sister cities .,Kota Kinabalu currently has seven sister cities .,<end>
2843,The following year he married Elizabeth Sandham from a wealthy local family .,"The next year he married Elizabeth Sandham , who came from a rich family .",in is is the the is the is and . <end>
2844,The miniv viewplain and fontcolor parameters have been deprecated .,"The miniv = 1 , viewplain = 1 and fontcolor = parameters have been deprecated .",in is is the the is the is of . <end>
2845,Woolwich Arsenal was expanded in when Transport for London completed the construction of an extension of the London City Airport branch of the Docklands Light Railway from King George V to Woolwich Arsenal which is the branch s new terminus .,"Woolwich Arsenal station is a National Rail and Docklands Light Railway interchange station located in Woolwich in the London Borough of Greenwich . It acts as a local station on the North Kent Line between London and Gillingham , served by Southeastern , and is the southern terminus of the Woolwich Arsenal branch of the Docklands Light Railway .",in is is is the first is is is the first is the first
2846,Bloc Party s debut album Silent Alarm was released in February and was met with universal critical acclaim .,"Bloc Party 's first album , Silent Alarm , was released in the UK in February 2005 on Wichita Recordings .",of is is is the is is . <end>
2847,Chiron says only Hercules can help her and points her the man from the temple .,Chiron says only Hercules can help her and points her the man from the temple .,of is is is the is is . <end>
2848, studied in Plekhanov Moscow Institute of Economy .,From 1954 to 1956 Keosayan studied in Plekhanov Moscow Institute of Economy .,<end>
2849,During her tenure she criticised the Irish system of permits for non EU immigrants as similar to bonded labor and criticised the United States use of capital punishment .,"During her tenure she criticised the Irish system of permits for non-EU immigrants , and criticised the United States ' use of capital punishment .",in is is the first of the is and and and and and .
2850,Also included are Delegates from territories and the District of Columbia and Resident Commissioners from the Philippines and Puerto Rico .,It also includes delegates from territories and the District of Columbia and Resident Commissioners from the Philippines and Puerto Rico .,of is is is the is is . <end>
2851,Hermies is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Hermies is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
2852,Jules Clement Naudet and Thomas Gedeon Naudet are French filmmakers .,Jules Clément Naudet and Thomas Gédéon Naudet are French filmmakers .,<end>
2853,The word is borrowed from ancient Greek and refers to the concept of the self encompassing the modern ideas of soul self and mind .,"In modern times , a distinction is made between soul , self and mind .",of is is is the is the is of the is the is the
2854,Natural capital is described in the book Natural Capitalism as a metaphor for the mineral plant and animal formations of the Earth s biosphere when viewed as a means of production of oxygen water filter erosion preventer or provider of other ecosystem services .,"Natural capital is a metaphor for the mineral , plant , and animal formations of the Earth 's biosphere when viewed as a means of production of oxygen , water filter , erosion preventer , or provider of other ecosystem services .",in is is is is is is is is . <end>
2855,Jews and Muslims read this commandment as prohibiting the use of idols and images in any way .,Jews and Muslims read this commandment as prohibiting the use of idols and images in any way .,of is is is the is is . <end>
2856,Using on chip cache memory instead meant that a pipeline could run at the speed of the cache access latency a much smaller length of time .,"Using on-chip cache memory instead , meant that a pipeline could run at the speed of the cache access latency , a much smaller length of time .",of is is is of of . <end>
2857,For more information see The Troubles in Cookstown .,Cookstown is a small town in Northern Ireland which is in the United Kingdom .,<end>
2858,Throughout the game after a predetermined number of cases have been opened the banker offers the contestant an amount of money and or prizes to quit the game the offer based roughly on the amounts remaining in play and the contestant s demeanor .,"Each time after a specified number of cases are opened , the banker offers the contestant a certain amount of money to end the game . If the contestant takes an offer , the game ends , otherwise the contestant ends up with the money from the first case .",in was is is the first is is is the first is the first
2859,In Fujian s nominal GDP was . trillion yuan a rise of from the previous year .,"In 2008 , Fujian 's nominal GDP rose by 13 % from the previous year .",of is is is is is . <end>
2860,However even given infinitely fast dependency checking logic on an otherwise conventional superscalar CPU if the instruction stream itself has many dependencies this would also limit the possible speedup .,"However even given infinitely fast dependency checking logic inside a conventional superscalar CPU , if the instruction stream itself has many dependencies , this would also limit the possible speedup .",in is is is of of . <end>
2861,He played for the Melbourne Knights in Australia and for Paraguayan club s Sport Colombia and Presidente Hayes .,He played for the Melbourne Knights in Australia . He also played for the Paraguayan teams Sport Colombia and Presidente Hayes .,in is is the is the is and . <end>
2862,Her mother and stepfather Sandra and Eddie Wilson own the restaurant Threadgill s in Austin famous for being the site of Janis Joplin s first performance .,"Her mother and stepfather , Sandra and Eddie Wilson , own the restaurant `` Threadgill 's '' in Austin , famous for being the site of Janis Joplin 's first performance .",of is is is of of of and and and and and and and
2863,Herbert Spencer first used the phrase after reading Charles Darwin s On the Origin of Species in his Principles of Biology in which he drew parallels between his own economic theories and Darwin s biological ones writing This survival of the fittest which I have here sought to express in mechanical terms is that which Mr . Darwin has called natural selection or the preservation of favored races in the struggle for life . ,"In that book he wrote : `` This survival of the fittest , which I have here sought to express in mechanical terms , is that which Mr. Darwin has called ` natural selection ' , or the preservation of favored races in the struggle for life '' .",the first is is a city of the united <end>
2864,Ruminating mammals include cattle goats sheep giraffes bison yaks water buffalo deer camels alpacas llamas wildebeest antelope pronghorn and nilgai .,"Ruminating mammals include cattle , goats , sheep , giraffes , bison , yaks , water buffalo , deer , camels , alpacas , llamas , wildebeest , antelope , pronghorn , and nilgai .",of is is is is is . <end>
2865,On May he helped himself to a brickmaking gang s rations on Brickfield Hill and was nearly caught .,On 26 May he stole food from a brick making gang at Brickfield Hill and was nearly caught .,in is is the is the is and and and and and and and
2866,The tribes they were briefly in upon their return were the same tribes they were originally in .,The tribes they were in for a short time upon their return were the same tribes they started in .,in is is the is the is of the is the is the is
2867,Westrehem is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Westrehem is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
2868,The turbine drives a generator producing electricity .,"The turbine drives a generator , producing electricity .",in is is the the is the is . <end>
2869,In a scientific session at the American Geophysical Union meeting in New Orleans on the morning of May Dr . Ed Stone presented evidence that Voyager crossed the termination shock in December .,"In a scientific session at the American Geophysical Union meeting in New Orleans on the morning of March 25 2005 , Dr. Ed Stone presented evidence that Voyager 1 crossed the termination shock in December 2004 .",in is is is of . <end>
2870,Phillips Academy s traditional opponent is Phillips Exeter Academy which was established three years later in Exeter New Hampshire by Samuel Phillips uncle Dr . John Phillips .,"Phillips Exeter Academy was made three years later in Exeter , New Hampshire by Samuel Phillips ' uncle John .",of is is is is of . <end>
2871,Angel food cake requires that the egg whites be whipped until they are stiff and gently folded into the other ingredients .,"Angel food cake needs the egg whites be whipped until they are stiff , and carefully folded into the other ingredient .",of is is is the is is is . <end>
2872,Weddings Parties Anything were an Australian folk rock band formed in in Melbourne and continuing until .,"Weddings Parties Anything were an Australian folk rock band . They started in 1984 in Melbourne , Victoria .",of is is is is is . <end>
2873,The emblem draws on various elements of Chinese culture depicting a traditional red Chinese seal above the words Beijing and the Olympic rings .,"The symbol draws on Chinese culture , showing a red Chinese seal above the words `` Beijing 2008 '' and the Olympic rings .",of is is is the is the is and . <end>
2874,Later th century composers wrote few motets although Mozart s well known Ave verum corpus is in this genre .,The most famous motet from the Classical period is undoubtedly Mozart 's Ave Verum Corpus .,of is is is the is is is . <end>
2875,Oded Fehr is an Israeli film and television actor now based in the United States .,Oded Fehr is an Israeli film and television actor .,of is is is is is is . <end>
2876,Since the rise in popularity of Abercrombie Fitch the brand has been involved in legal conflicts over employment practices and clothing style .,Abercrombie & Fitch is an American clothing retailer sold as a lifestyle brand .,of is is is the is the is of . <end>
2877,Drogue parachutes are used to aid horizontal deceleration of a vehicle or to provide stability .,"Drogue parachutes are used to aid horizontal deceleration of a vehicle , or to provide stability .",of is is is is is is . <end>
2878,Berrias et Casteljau is a commune in the Ardeche department in southern France .,"Berrias-et-Casteljau is a town and commune of the Ardèche département , in the southern part of France .",of is is is is is is is . <end>
2879,It is second biggest of the National Parks of Pakistan . Hingol National Park is the biggest .,"It is second biggest National Parks of Pakistan , while Hingol National Park being the biggest .",of is is is the is is . <end>
2880,Fran Rubel Kuzui is an American movie director and producer .,Fran Rubel Kuzui is an American movie director and producer .,<end>
2881,Le Souich is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Le Souich is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
2882,Helsinki Finland USSR Argentina . Yugoslavia ,"Helsinki , Finland USSR 21 Argentina 19.5 Yugoslavia 19",<end>
2883,No taxobox should use all of these .,See taxobox usage for an explanation .,<end>
2884,While nagamaki means long wrap they have been found with no ito at all which is very much like a long tachi handle . The tsukamaki is of even more importance when applied to the tsuka of a nagamaki .,The word `` nagamaki '' means `` long wrapping '' .,in is is is of . <end>
2885,Amory Bloch Lovins is Chairman and Chief Scientist of the Rocky Mountain Institute .,Amory Bloch Lovins is Chairman and Chief Scientist of the Rocky Mountain Institute .,of is is is is is . <end>
2886,After two weeks of speculation it was announced on June that he would run as the lead candidate for The Left party a coalition of the Labor and Social Justice Party which is based in western Germany and the Left Party .,"On June 10 , he said he would run as the lead candidate for the The Left Party . PDS , a coalition of the Electoral Alternative for Labor and Social Justice , which is based in western Germany , and the Party of Democratic Socialism , which was the successor to the East German communist party",in was was was was is is is the first is the first was
2887,Estadio Palestra Italia located in Sao Paulo Brazil is the home football stadium of Sociedade Esportiva Palmeiras .,"Estádio Palestra Itália , also known as Parque Antártica , is the name of the football stadium of Palmeiras . It is located in São Paulo , Brazil , and has a capacity of 32,000 .",of is is is is is . <end>
2888,Fiddle playing or fiddling refers to various styles of music .,"Fiddle playing , or fiddling , is a style of folk music .",<end>
2889,Skyscrapers are often referred to as towers and some towers use the term mast .,Skyscrapers are often referred to as towers and some towers use the term mast .,of is is is is is is . <end>
